ICD Code,Indication,Active ingredient
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,OMEPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,OMEPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,OMEPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,OMEPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,OMEPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,"OMEPRAZOLE , SODIUM BICARBONATE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,"OMEPRAZOLE , SODIUM BICARBONATE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,"OMEPRAZOLE, SODIUM BICARBONATE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,"OMEPRAZOLE, SODIUM BICARBONATE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,RABEPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,RABEPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,RABEPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,RABEPRAZOLE SODIUM
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,RABEPRAZOLE SODIUM
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE SODIUM SESQUIHYDRATE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE SODIUM SESQUIHYDRATE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE SODIUM SESQUIHYDRATE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE SODIUM SESQUIHYDRATE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE SODIUM SESQUIHYDRATE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE SODIUM SESQUIHYDRATE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,PANTOPRAZOLE SODIUM SESQUIHYDRATE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,METOCLOPRAMIDE HYDROCHLORIDE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,METOCLOPRAMIDE HYDROCHLORIDE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,METOCLOPRAMIDE HYDROCHLORIDE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,METOCLOPRAMIDE HYDROCHLORIDE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,METOCLOPRAMIDE HYDROCHLORIDE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,METOCLOPRAMIDE HYDROCHLORIDE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,METOCLOPRAMIDE HYDROCHLORIDE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,METOCLOPRAMIDE HYDROCHLORIDE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,METOCLOPRAMIDE HYDROCHLORIDE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,"SODIUM ALGINATE, SODIUM BICARBONATE, CALCIUM CARBONATE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,"SODIUM ALGINATE, SODIUM BICARBONATE, CALCIUM CARBONATE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,"SODIUM ALGINATE, SODIUM BICARBONATE, CALCIUM CARBONATE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,"SODIUM ALGINATE, SODIUM BICARBONATE, CALCIUM CARBONATE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,"SODIUM ALGINATE, SODIUM BICARBONATE, CALCIUM CARBONATE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,"SODIUM ALGINATE, SODIUM BICARBONATE, CALCIUM CARBONATE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,"SODIUM ALGINATE, SODIUM BICARBONATE, CALCIUM CARBONATE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,"SODIUM ALGINATE, SODIUM BICARBONATE, POTASSIUM"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,"SODIUM BICARBONATE,TARTARIC ACID, CITRIC ACID EFFV.GRANULES"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,CIMETIDINE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,CIMETIDINE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,CIMETIDINE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,NIZATIDINE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,NIZATIDINE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,NIZATIDINE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,NIZATIDINE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Aspiration pneumonia prophylaxis,NIZATIDINE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",EPINEPHRINE (ADRENALINE)
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",EPINEPHRINE (ADRENALINE)
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",EPINEPHRINE (ADRENALINE)
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",EPINEPHRINE (ADRENALINE)
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",EPHEDRINE HYDROCHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",NOREPINEPHRINE (NORADRENALINE) ACID TARTRATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",NOREPINEPHRINE (NORADRENALINE) BITARTRATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",NOREPINEPHRINE (NORADRENALINE) BITARTRATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",NOREPINEPHRINE (NORADRENALINE) BITARTRATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",DOPAMINE HYDROCHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",DOPAMINE HYDROCHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",DOPAMINE HYDROCHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ISOPRENALINE (ISOPROTERENOL) HYDROCHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ISOPRENALINE (ISOPROTERENOL) HYDROCHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",DOBUTAMINE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",DOBUTAMINE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",DOBUTAMINE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",DOBUTAMINE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM NITROPRUSSIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",GLYCERYL TRINITRATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",GLYCERYL TRINITRATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",AMIODARONE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",AMIODARONE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",LABETALOL HYDROCHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ESMOLOL
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ESMOLOL
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ATENOLOL
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",PROPRANOLOL
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",VERAPAMIL HYDROCHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ATROPINE SULPHATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ATROPINE SULPHATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ATROPINE SULPHATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ATROPINE SULPHATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ATROPINE SULPHATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ATROPINE SULPHATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ATROPINE SULPHATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ATROPINE SULPHATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ATROPINE SULPHATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ADENOSINE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ADENOSINE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ADENOSINE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",DIGOXIN
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",DIGOXIN
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ACETYLSALICYLIC ACID
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ACETYLSALICYLIC ACID
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ACETYLSALICYLIC ACID
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ACETYLSALICYLIC ACID
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ACETYLSALICYLIC ACID
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ACETYLSALICYLIC ACID
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ACETYLSALICYLIC ACID
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",ACETYLSALICYLIC ACID
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",MAGNESIUM SULFATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",MAGNESIUM SULFATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",MAGNESIUM SULFATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",MAGNESIUM SULFATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",SODIUM BICARBONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",CALCIUM GLUCONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",CALCIUM GLUCONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",CALCIUM GLUCONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",CALCIUM GLUCONATE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",CALCIUM CHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",CALCIUM CHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",CALCIUM CHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",CALCIUM CHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",CALCIUM CHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",POTASSIUM CHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",POTASSIUM CHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",POTASSIUM CHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",POTASSIUM CHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",POTASSIUM CHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",POTASSIUM CHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",POTASSIUM CHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",POTASSIUM CHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",POTASSIUM CHLORIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",FUROSEMIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",FUROSEMIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",FUROSEMIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",FUROSEMIDE
"Y48, T41, T88.2, T88.5","Anesthesia-Supportive agents/ Cardiac arrest, Cardiovascular emergencies and/or Dysrhythmias",FUROSEMIDE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Eye dryness in patients receiving continuous infusions of Neuromuscular blockers.,CARBOXYMETHYLCELLULOSE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Eye dryness in patients receiving continuous infusions of Neuromuscular blockers.,"HYDROXYETHYLCELLULOSE, SODIUM CHLORIDE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Eye dryness in patients receiving continuous infusions of Neuromuscular blockers.,CARBOXYMETHYLCELLULOSE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Eye dryness in patients receiving continuous infusions of Neuromuscular blockers.,CARBOXYMETHYLCELLULOSE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Eye dryness in patients receiving continuous infusions of Neuromuscular blockers.,CARBOXYMETHYLCELLULOSE
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Eye dryness in patients receiving continuous infusions of Neuromuscular blockers.,CARBOXYMETHYLCELLULOSE SODIUM
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Eye dryness in patients receiving continuous infusions of Neuromuscular blockers.,"SODIUM HYALURONATE, SODIUM CARBOXY METHYL CELLULOSE 7LF, GLYCEROL, ERYTHRITOL"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Eye dryness in patients receiving continuous infusions of Neuromuscular blockers.,"SODIUM CARBOXYMETHYLCELLULOSE , GLYCERINE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Eye dryness in patients receiving continuous infusions of Neuromuscular blockers.,"SODIUM CHLORIED, HYPROMELLOSE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Eye dryness in patients receiving continuous infusions of Neuromuscular blockers.,"DEXTRAN 70, HYPROMELLOSE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Eye dryness in patients receiving continuous infusions of Neuromuscular blockers.,"DEXTRAN 70, HYPROMELLOSE"
"Y48, T41, T88.2, T88.5",Anesthesia-Supportive agents/ Eye dryness in patients receiving continuous infusions of Neuromuscular blockers.,"SODIUM CHLORIED, HYPROMELLOSE"
